Column1;Column2;Column3;Column4
OEO_00000219;hydrofluorocarbon;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00000220;hydrogen;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00000221;hydrogen power plant;A power plant is an energy transformation unit consisting of power generating units and a grid component that feeds electric energy into an electric grid.;
OEO_00000222;hydrogen turbine;A gas turbine is a turbine that participates in a gas turbine process. It is also called combustion turbine.;
OEO_00000226;industrial waste fuel;A waste fuel is a fuel in which the material entity is waste.;
OEO_00000227;industry sector;A sector is generically dependent continuant that is a subdivision of a system.;
OEO_00000228;installation guide;"An installation guide is a documentation intended to help users install a Software.






Back to the super classes:




        software documentation
      


          view
        




        

        

        
        No description found.";
OEO_00000238;institution;An organisation is an immaterial entity that has the organisation role and there exists some sort of legal framework that recognises the entity and its continued existence.;
OEO_00000239;software interface;"Software is a plan specification composed of a series of instructions that can be 
interpreted by or directly executed by a processing unit.
        
Editor note:
        see sourceforge tracker discussion at http://sourceforge.net/tracker/index.php?func=detail&aid=1958818&group_id=177891&atid=886178";
OEO_00000240;internal combustion vehicle;A vehicle is an artificial object that is used for transporting people or goods.;
OEO_00000245;jet fuel;"Kerosene, also known as paraffin, lamp oil, and coal oil (an obsolete term), is a portion of matter consisting of combustible hydrocarbon liquid which is derived from petroleum. It is widely used as a fuel in industry as well as households. It is sometimes spelled kerosine in scientific and industrial usage.
[...]

Kerosene is widely used to power jet engines of aircraft (jet fuel) and some rocket engines and is also commonly used as a cooking and lighting fuel and for fire toys such as poi. In parts of Asia, kerosene is sometimes used as fuel for small outboard motors or even motorcycles.";
OEO_00000246;kerosene;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00000248;lithium-ion battery;A battery is an energy storage object using different chemical or physical reactions to store energy.;
OEO_00000251;lignite;Coal is a portion of matter consisting of combustible black or brownish-black sedimentary rock, formed as rock strata called coal seams.;
